subjID,condA,condB,t,Ms_ad,Mo_ad,Ms_disad,Mo_disad,decision
29,2,1,7,-5,-20,-10,-5,2
29,2,2,7,10,5,5,20,2
29,1,1,8,-5,-10,-10,-5,1
29,1,2,8,10,5,5,10,1
29,2,1,8,-5,-10,-10,-5,2
29,2,2,8,10,5,5,10,1
29,1,1,9,-6,-5,-10,-4.99,1
29,1,2,9,10,4.99,6,5,1
29,2,1,9,-6,-5,-10,-4.99,1
29,2,2,9,10,4.99,6,5,1
29,1,1,10,-4,-5,-10,-4.99,1
29,1,2,10,10,4.99,4,5,1
29,2,1,10,-4,-5,-10,-4.99,1
29,2,2,10,10,4.99,4,5,1
29,1,1,11,-10,-6,-10,-5,2
29,1,2,11,10,5,10,6,2
29,2,1,11,-10,-6,-10,-5,2
29,2,2,11,10,5,10,6,2
29,1,1,12,-10,-12,-8,-10,2
29,1,2,12,8,10,10,12,2
29,2,1,12,-10,-12,-8,-10,2
29,2,2,12,8,10,10,12,2
30,1,1,1,-5,-15,-15,-5,1
30,1,2,1,15,5,5,15,1
30,2,1,1,-5,-15,-15,-5,2
30,2,2,1,15,5,5,15,1
30,1,1,2,-5,-15,-6,-5,2
30,1,2,2,6,5,5,15,1
30,2,1,2,-5,-15,-6,-5,2
30,2,2,2,6,5,5,15,2
30,1,1,3,-5,-6,-6,-5,1
30,1,2,3,6,5,5,6,1
30,2,1,3,-5,-6,-6,-5,2
30,2,2,3,6,5,5,6,2
30,1,1,4,-5,-20,-20,-5,1
30,1,2,4,20,5,5,20,1
30,2,1,4,-5,-20,-20,-5,2
30,2,2,4,20,5,5,20,2
30,1,1,5,-5,-10,-6,-5,2
30,1,2,5,6,5,5,10,1
30,2,1,5,-5,-10,-6,-5,2
30,2,2,5,6,5,5,10,2
30,1,1,6,-10,-12,-12,-10,1
30,1,2,6,12,10,10,12,1
30,2,1,6,-10,-12,-12,-10,2
30,2,2,6,12,10,10,12,1
30,1,1,7,-5,-20,-10,-5,2
30,1,2,7,10,5,5,20,1
30,2,1,7,-5,-20,-10,-5,2
30,2,2,7,10,5,5,20,2
30,1,1,8,-5,-10,-10,-5,1
30,1,2,8,10,5,5,10,1
30,2,1,8,-5,-10,-10,-5,2
30,2,2,8,10,5,5,10,2
30,1,1,9,-6,-5,-10,-4.99,1
30,1,2,9,10,4.99,6,5,2
30,2,1,9,-6,-5,-10,-4.99,1
30,2,2,9,10,4.99,6,5,1
30,1,1,10,-4,-5,-10,-4.99,1
30,1,2,10,10,4.99,4,5,2
30,2,1,10,-4,-5,-10,-4.99,1
30,2,2,10,10,4.99,4,5,1
30,1,1,11,-10,-6,-10,-5,2
30,1,2,11,10,5,10,6,2
30,2,1,11,-10,-6,-10,-5,2
30,2,2,11,10,5,10,6,2
30,1,1,12,-10,-12,-8,-10,2
30,1,2,12,8,10,10,12,2
30,2,1,12,-10,-12,-8,-10,2
30,2,2,12,8,10,10,12,2
31,1,1,1,-5,-15,-15,-5,2
31,1,2,1,15,5,5,15,1
31,2,1,1,-5,-15,-15,-5,2
31,2,2,1,15,5,5,15,1
31,1,1,2,-5,-15,-6,-5,1
31,1,2,2,6,5,5,15,1
31,2,1,2,-5,-15,-6,-5,2
31,2,2,2,6,5,5,15,2
31,1,1,3,-5,-6,-6,-5,1
31,1,2,3,6,5,5,6,1
31,2,1,3,-5,-6,-6,-5,2
31,2,2,3,6,5,5,6,2
31,1,1,4,-5,-20,-20,-5,1
31,1,2,4,20,5,5,20,1
31,2,1,4,-5,-20,-20,-5,1
31,2,2,4,20,5,5,20,2
31,1,1,5,-5,-10,-6,-5,1
31,1,2,5,6,5,5,10,1
31,2,1,5,-5,-10,-6,-5,2
31,2,2,5,6,5,5,10,2
31,1,1,6,-10,-12,-12,-10,1
31,1,2,6,12,10,10,12,1
31,2,1,6,-10,-12,-12,-10,2
31,2,2,6,12,10,10,12,1
31,1,1,7,-5,-20,-10,-5,1
31,1,2,7,10,5,5,20,1
31,2,1,7,-5,-20,-10,-5,2
31,2,2,7,10,5,5,20,1
31,1,1,8,-5,-10,-10,-5,1
31,1,2,8,10,5,5,10,1
31,2,1,8,-5,-10,-10,-5,2
31,2,2,8,10,5,5,10,2
31,1,1,9,-6,-5,-10,-4.99,1
31,1,2,9,10,4.99,6,5,1
31,2,1,9,-6,-5,-10,-4.99,1
31,2,2,9,10,4.99,6,5,2
31,1,1,10,-4,-5,-10,-4.99,1
31,1,2,10,10,4.99,4,5,1
31,2,1,10,-4,-5,-10,-4.99,1
31,2,2,10,10,4.99,4,5,2
31,1,1,11,-10,-6,-10,-5,1
31,1,2,11,10,5,10,6,2
31,2,1,11,-10,-6,-10,-5,1
31,2,2,11,10,5,10,6,2
31,1,1,12,-10,-12,-8,-10,2
31,1,2,12,8,10,10,12,2
31,2,1,12,-10,-12,-8,-10,2
31,2,2,12,8,10,10,12,2
32,1,1,1,-5,-15,-15,-5,1
32,1,2,1,15,5,5,15,1
32,2,1,1,-5,-15,-15,-5,1
32,2,2,1,15,5,5,15,1
32,1,1,2,-5,-15,-6,-5,1
32,1,2,2,6,5,5,15,1
32,2,1,2,-5,-15,-6,-5,1
32,2,2,2,6,5,5,15,1
32,1,1,3,-5,-6,-6,-5,1
32,1,2,3,6,5,5,6,1
32,2,1,3,-5,-6,-6,-5,1
32,2,2,3,6,5,5,6,1
32,1,1,4,-5,-20,-20,-5,1
32,1,2,4,20,5,5,20,1
32,2,1,4,-5,-20,-20,-5,1
32,2,2,4,20,5,5,20,1
32,1,1,5,-5,-10,-6,-5,1
32,1,2,5,6,5,5,10,1
32,2,1,5,-5,-10,-6,-5,1
32,2,2,5,6,5,5,10,1
32,1,1,6,-10,-12,-12,-10,1
32,1,2,6,12,10,10,12,1
32,2,1,6,-10,-12,-12,-10,1
32,2,2,6,12,10,10,12,1
32,1,1,7,-5,-20,-10,-5,1
32,1,2,7,10,5,5,20,1
32,2,1,7,-5,-20,-10,-5,1
32,2,2,7,10,5,5,20,1
32,1,1,8,-5,-10,-10,-5,1
32,1,2,8,10,5,5,10,1
32,2,1,8,-5,-10,-10,-5,1
32,2,2,8,10,5,5,10,1
32,1,1,9,-6,-5,-10,-4.99,1
32,1,2,9,10,4.99,6,5,1
32,2,1,9,-6,-5,-10,-4.99,1
32,2,2,9,10,4.99,6,5,1
32,1,1,10,-4,-5,-10,-4.99,1
32,1,2,10,10,4.99,4,5,1
32,2,1,10,-4,-5,-10,-4.99,1
32,2,2,10,10,4.99,4,5,1
32,1,1,11,-10,-6,-10,-5,2
32,1,2,11,10,5,10,6,2
32,2,1,11,-10,-6,-10,-5,2
32,2,2,11,10,5,10,6,2
32,1,1,12,-10,-12,-8,-10,2
32,1,2,12,8,10,10,12,2
32,2,1,12,-10,-12,-8,-10,2
32,2,2,12,8,10,10,12,2
33,1,1,1,-5,-15,-15,-5,1
33,1,2,1,15,5,5,15,1
33,2,1,1,-5,-15,-15,-5,1
33,2,2,1,15,5,5,15,1
33,1,1,2,-5,-15,-6,-5,2
33,1,2,2,6,5,5,15,2
33,2,1,2,-5,-15,-6,-5,2
33,2,2,2,6,5,5,15,2
33,1,1,3,-5,-6,-6,-5,1
33,1,2,3,6,5,5,6,1
33,2,1,3,-5,-6,-6,-5,1
33,2,2,3,6,5,5,6,2
33,1,1,4,-5,-20,-20,-5,1
33,1,2,4,20,5,5,20,1
33,2,1,4,-5,-20,-20,-5,1
33,2,2,4,20,5,5,20,1
33,1,1,5,-5,-10,-6,-5,2
33,1,2,5,6,5,5,10,2
33,2,1,5,-5,-10,-6,-5,2
33,2,2,5,6,5,5,10,2
33,1,1,6,-10,-12,-12,-10,1
33,1,2,6,12,10,10,12,1
33,2,1,6,-10,-12,-12,-10,1
33,2,2,6,12,10,10,12,1
33,1,1,7,-5,-20,-10,-5,1
33,1,2,7,10,5,5,20,1
33,2,1,7,-5,-20,-10,-5,1
33,2,2,7,10,5,5,20,1
33,1,1,8,-5,-10,-10,-5,1
33,1,2,8,10,5,5,10,1
33,2,1,8,-5,-10,-10,-5,1
33,2,2,8,10,5,5,10,1
33,1,1,9,-6,-5,-10,-4.99,1
33,1,2,9,10,4.99,6,5,1
33,2,1,9,-6,-5,-10,-4.99,1
33,2,2,9,10,4.99,6,5,1
33,1,1,10,-4,-5,-10,-4.99,1
33,1,2,10,10,4.99,4,5,1
33,2,1,10,-4,-5,-10,-4.99,1
33,2,2,10,10,4.99,4,5,1
33,1,1,11,-10,-6,-10,-5,2
33,1,2,11,10,5,10,6,2
33,2,1,11,-10,-6,-10,-5,2
33,2,2,11,10,5,10,6,2
33,1,1,12,-10,-12,-8,-10,2
33,1,2,12,8,10,10,12,1
33,2,1,12,-10,-12,-8,-10,2
33,2,2,12,8,10,10,12,2
34,1,1,1,-5,-15,-15,-5,1
34,1,2,1,15,5,5,15,1
34,2,1,1,-5,-15,-15,-5,1
34,2,2,1,15,5,5,15,1
34,1,1,2,-5,-15,-6,-5,2
34,1,2,2,6,5,5,15,1
34,2,1,2,-5,-15,-6,-5,1
34,2,2,2,6,5,5,15,1
34,1,1,3,-5,-6,-6,-5,1
34,1,2,3,6,5,5,6,1
34,2,1,3,-5,-6,-6,-5,1
34,2,2,3,6,5,5,6,1
34,1,1,4,-5,-20,-20,-5,1
34,1,2,4,20,5,5,20,1
34,2,1,4,-5,-20,-20,-5,1
34,2,2,4,20,5,5,20,1
34,1,1,5,-5,-10,-6,-5,1
34,1,2,5,6,5,5,10,1
34,2,1,5,-5,-10,-6,-5,1
34,2,2,5,6,5,5,10,1
34,1,1,6,-10,-12,-12,-10,1
34,1,2,6,12,10,10,12,1
34,2,1,6,-10,-12,-12,-10,1
34,2,2,6,12,10,10,12,2
34,1,1,7,-5,-20,-10,-5,1
34,1,2,7,10,5,5,20,1
34,2,1,7,-5,-20,-10,-5,1
34,2,2,7,10,5,5,20,1
34,1,1,8,-5,-10,-10,-5,1
34,1,2,8,10,5,5,10,1
34,2,1,8,-5,-10,-10,-5,1
34,2,2,8,10,5,5,10,1
34,1,1,9,-6,-5,-10,-4.99,1
34,1,2,9,10,4.99,6,5,1
34,2,1,9,-6,-5,-10,-4.99,1
34,2,2,9,10,4.99,6,5,1
34,1,1,10,-4,-5,-10,-4.99,1
34,1,2,10,10,4.99,4,5,1
34,2,1,10,-4,-5,-10,-4.99,1
34,2,2,10,10,4.99,4,5,1
34,1,1,11,-10,-6,-10,-5,2
34,1,2,11,10,5,10,6,2
34,2,1,11,-10,-6,-10,-5,2
34,2,2,11,10,5,10,6,2
34,1,1,12,-10,-12,-8,-10,2
34,1,2,12,8,10,10,12,2
34,2,1,12,-10,-12,-8,-10,2
34,2,2,12,8,10,10,12,2
35,1,1,1,-5,-15,-15,-5,1
35,1,2,1,15,5,5,15,1
35,2,1,1,-5,-15,-15,-5,1
35,2,2,1,15,5,5,15,1
35,1,1,2,-5,-15,-6,-5,2
35,1,2,2,6,5,5,15,1
35,2,1,2,-5,-15,-6,-5,2
35,2,2,2,6,5,5,15,1
35,1,1,3,-5,-6,-6,-5,1
35,1,2,3,6,5,5,6,1
35,2,1,3,-5,-6,-6,-5,1
35,2,2,3,6,5,5,6,1
35,1,1,4,-5,-20,-20,-5,1
35,1,2,4,20,5,5,20,1
35,2,1,4,-5,-20,-20,-5,1
35,2,2,4,20,5,5,20,1
35,1,1,5,-5,-10,-6,-5,2
35,1,2,5,6,5,5,10,1
35,2,1,5,-5,-10,-6,-5,2
35,2,2,5,6,5,5,10,1
35,1,1,6,-10,-12,-12,-10,1
35,1,2,6,12,10,10,12,1
35,2,1,6,-10,-12,-12,-10,1
35,2,2,6,12,10,10,12,1
35,1,1,7,-5,-20,-10,-5,2
35,1,2,7,10,5,5,20,1
35,2,1,7,-5,-20,-10,-5,2
35,2,2,7,10,5,5,20,1
35,1,1,8,-5,-10,-10,-5,1
35,1,2,8,10,5,5,10,1
35,2,1,8,-5,-10,-10,-5,1
35,2,2,8,10,5,5,10,1
35,1,1,9,-6,-5,-10,-4.99,1
35,1,2,9,10,4.99,6,5,2
35,2,1,9,-6,-5,-10,-4.99,1
35,2,2,9,10,4.99,6,5,2
35,1,1,10,-4,-5,-10,-4.99,1
35,1,2,10,10,4.99,4,5,1
35,2,1,10,-4,-5,-10,-4.99,1
35,2,2,10,10,4.99,4,5,2
35,1,1,11,-10,-6,-10,-5,2
35,1,2,11,10,5,10,6,2
35,2,1,11,-10,-6,-10,-5,2
35,2,2,11,10,5,10,6,2
35,1,1,12,-10,-12,-8,-10,2
35,1,2,12,8,10,10,12,2
35,2,1,12,-10,-12,-8,-10,2
35,2,2,12,8,10,10,12,2
36,1,1,1,-5,-15,-15,-5,1
36,1,2,1,15,5,5,15,1
36,2,1,1,-5,-15,-15,-5,2
36,2,2,1,15,5,5,15,2
36,1,1,2,-5,-15,-6,-5,2
36,1,2,2,6,5,5,15,2
36,2,1,2,-5,-15,-6,-5,2
36,2,2,2,6,5,5,15,2
36,1,1,3,-5,-6,-6,-5,1
36,1,2,3,6,5,5,6,1
36,2,1,3,-5,-6,-6,-5,2
36,2,2,3,6,5,5,6,1
36,1,1,4,-5,-20,-20,-5,1
36,1,2,4,20,5,5,20,1
36,2,1,4,-5,-20,-20,-5,1
36,2,2,4,20,5,5,20,1
36,1,1,5,-5,-10,-6,-5,2
36,1,2,5,6,5,5,10,1
36,2,1,5,-5,-10,-6,-5,2
36,2,2,5,6,5,5,10,1
36,1,1,6,-10,-12,-12,-10,1
36,1,2,6,12,10,10,12,1
36,2,1,6,-10,-12,-12,-10,2
36,2,2,6,12,10,10,12,2
36,1,1,7,-5,-20,-10,-5,2
36,1,2,7,10,5,5,20,1
36,2,1,7,-5,-20,-10,-5,2
36,2,2,7,10,5,5,20,2
36,1,1,8,-5,-10,-10,-5,1
36,1,2,8,10,5,5,10,1
36,2,1,8,-5,-10,-10,-5,1
36,2,2,8,10,5,5,10,2
36,1,1,9,-6,-5,-10,-4.99,1
36,1,2,9,10,4.99,6,5,2
36,2,1,9,-6,-5,-10,-4.99,1
36,2,2,9,10,4.99,6,5,1
36,1,1,10,-4,-5,-10,-4.99,1
36,1,2,10,10,4.99,4,5,1
36,2,1,10,-4,-5,-10,-4.99,1
36,2,2,10,10,4.99,4,5,1
36,1,1,11,-10,-6,-10,-5,2
36,1,2,11,10,5,10,6,2
36,2,1,11,-10,-6,-10,-5,2
36,2,2,11,10,5,10,6,2
36,1,1,12,-10,-12,-8,-10,2
36,1,2,12,8,10,10,12,2
36,2,1,12,-10,-12,-8,-10,2
36,2,2,12,8,10,10,12,2
37,1,1,1,-5,-15,-15,-5,1
37,1,2,1,15,5,5,15,1
37,2,1,1,-5,-15,-15,-5,1
37,2,2,1,15,5,5,15,1
37,1,1,2,-5,-15,-6,-5,2
37,1,2,2,6,5,5,15,1
37,2,1,2,-5,-15,-6,-5,2
37,2,2,2,6,5,5,15,1
37,1,1,3,-5,-6,-6,-5,2
37,1,2,3,6,5,5,6,2
37,2,1,3,-5,-6,-6,-5,2
37,2,2,3,6,5,5,6,1
37,1,1,4,-5,-20,-20,-5,1
37,1,2,4,20,5,5,20,1
37,2,1,4,-5,-20,-20,-5,1
37,2,2,4,20,5,5,20,1
37,1,1,5,-5,-10,-6,-5,2
37,1,2,5,6,5,5,10,1
37,2,1,5,-5,-10,-6,-5,2
37,2,2,5,6,5,5,10,1
37,1,1,6,-10,-12,-12,-10,2
37,1,2,6,12,10,10,12,1
37,2,1,6,-10,-12,-12,-10,2
37,2,2,6,12,10,10,12,2
37,1,1,7,-5,-20,-10,-5,1
37,1,2,7,10,5,5,20,1
37,2,1,7,-5,-20,-10,-5,2
37,2,2,7,10,5,5,20,1
37,1,1,8,-5,-10,-10,-5,2
37,1,2,8,10,5,5,10,1
37,2,1,8,-5,-10,-10,-5,2
37,2,2,8,10,5,5,10,1
37,1,1,9,-6,-5,-10,-4.99,1
37,1,2,9,10,4.99,6,5,1
37,2,1,9,-6,-5,-10,-4.99,1
37,2,2,9,10,4.99,6,5,2
37,1,1,10,-4,-5,-10,-4.99,1
37,1,2,10,10,4.99,4,5,2
37,2,1,10,-4,-5,-10,-4.99,1
37,2,2,10,10,4.99,4,5,2
37,1,1,11,-10,-6,-10,-5,2
37,1,2,11,10,5,10,6,2
37,2,1,11,-10,-6,-10,-5,1
37,2,2,11,10,5,10,6,2
37,1,1,12,-10,-12,-8,-10,2
37,1,2,12,8,10,10,12,2
37,2,1,12,-10,-12,-8,-10,2
37,2,2,12,8,10,10,12,2
38,1,1,1,-5,-15,-15,-5,1
38,1,2,1,15,5,5,15,1
38,2,1,1,-5,-15,-15,-5,2
38,2,2,1,15,5,5,15,2
38,1,1,2,-5,-15,-6,-5,2
38,1,2,2,6,5,5,15,1
38,2,1,2,-5,-15,-6,-5,2
38,2,2,2,6,5,5,15,2
38,1,1,3,-5,-6,-6,-5,1
38,1,2,3,6,5,5,6,1
38,2,1,3,-5,-6,-6,-5,2
38,2,2,3,6,5,5,6,2
38,1,1,4,-5,-20,-20,-5,1
38,1,2,4,20,5,5,20,1
38,2,1,4,-5,-20,-20,-5,2
38,2,2,4,20,5,5,20,2
38,1,1,5,-5,-10,-6,-5,2
38,1,2,5,6,5,5,10,1
38,2,1,5,-5,-10,-6,-5,2
38,2,2,5,6,5,5,10,2
38,1,1,6,-10,-12,-12,-10,1
38,1,2,6,12,10,10,12,1
38,2,1,6,-10,-12,-12,-10,2
38,2,2,6,12,10,10,12,2
38,1,1,7,-5,-20,-10,-5,2
38,1,2,7,10,5,5,20,1
38,2,1,7,-5,-20,-10,-5,2
38,2,2,7,10,5,5,20,2
38,1,1,8,-5,-10,-10,-5,1
38,1,2,8,10,5,5,10,1
38,2,1,8,-5,-10,-10,-5,2
38,2,2,8,10,5,5,10,2
38,1,1,9,-6,-5,-10,-4.99,1
38,1,2,9,10,4.99,6,5,1
38,2,1,9,-6,-5,-10,-4.99,1
38,2,2,9,10,4.99,6,5,2
38,1,1,10,-4,-5,-10,-4.99,1
38,1,2,10,10,4.99,4,5,1
38,2,1,10,-4,-5,-10,-4.99,1
38,2,2,10,10,4.99,4,5,1
38,1,1,11,-10,-6,-10,-5,2
38,1,2,11,10,5,10,6,2
38,2,1,11,-10,-6,-10,-5,2
38,2,2,11,10,5,10,6,2
38,1,1,12,-10,-12,-8,-10,2
38,1,2,12,8,10,10,12,2
38,2,1,12,-10,-12,-8,-10,2
38,2,2,12,8,10,10,12,2
39,1,1,1,-5,-15,-15,-5,1
39,1,2,1,15,5,5,15,1
39,2,1,1,-5,-15,-15,-5,1
39,2,2,1,15,5,5,15,1
39,1,1,2,-5,-15,-6,-5,1
39,1,2,2,6,5,5,15,1
39,2,1,2,-5,-15,-6,-5,2
39,2,2,2,6,5,5,15,1
39,1,1,3,-5,-6,-6,-5,1
39,1,2,3,6,5,5,6,1
39,2,1,3,-5,-6,-6,-5,1
39,2,2,3,6,5,5,6,2
39,1,1,4,-5,-20,-20,-5,1
39,1,2,4,20,5,5,20,1
39,2,1,4,-5,-20,-20,-5,1
39,2,2,4,20,5,5,20,1
39,1,1,5,-5,-10,-6,-5,2
39,1,2,5,6,5,5,10,1
39,2,1,5,-5,-10,-6,-5,2
39,2,2,5,6,5,5,10,1
39,1,1,6,-10,-12,-12,-10,1
39,1,2,6,12,10,10,12,1
39,2,1,6,-10,-12,-12,-10,1
39,2,2,6,12,10,10,12,2
39,1,1,7,-5,-20,-10,-5,2
39,1,2,7,10,5,5,20,1
39,2,1,7,-5,-20,-10,-5,2
39,2,2,7,10,5,5,20,1
39,1,1,8,-5,-10,-10,-5,1
39,1,2,8,10,5,5,10,1
39,2,1,8,-5,-10,-10,-5,1
39,2,2,8,10,5,5,10,1
39,1,1,9,-6,-5,-10,-4.99,1
39,1,2,9,10,4.99,6,5,1
39,2,1,9,-6,-5,-10,-4.99,1
39,2,2,9,10,4.99,6,5,2
39,1,1,10,-4,-5,-10,-4.99,1
39,1,2,10,10,4.99,4,5,1
39,2,1,10,-4,-5,-10,-4.99,1
39,2,2,10,10,4.99,4,5,2
39,1,1,11,-10,-6,-10,-5,2
39,1,2,11,10,5,10,6,2
39,2,1,11,-10,-6,-10,-5,2
39,2,2,11,10,5,10,6,2
39,1,1,12,-10,-12,-8,-10,2
39,1,2,12,8,10,10,12,2
39,2,1,12,-10,-12,-8,-10,2
39,2,2,12,8,10,10,12,2
40,1,1,1,-5,-15,-15,-5,1
40,1,2,1,15,5,5,15,1
40,2,1,1,-5,-15,-15,-5,2
40,2,2,1,15,5,5,15,2
40,1,1,2,-5,-15,-6,-5,1
40,1,2,2,6,5,5,15,1
40,2,1,2,-5,-15,-6,-5,2
40,2,2,2,6,5,5,15,2
40,1,1,3,-5,-6,-6,-5,2
40,1,2,3,6,5,5,6,1
40,2,1,3,-5,-6,-6,-5,2
40,2,2,3,6,5,5,6,2
40,1,1,4,-5,-20,-20,-5,1
40,1,2,4,20,5,5,20,1
40,2,1,4,-5,-20,-20,-5,1
40,2,2,4,20,5,5,20,1
40,1,1,5,-5,-10,-6,-5,2
40,1,2,5,6,5,5,10,1
40,2,1,5,-5,-10,-6,-5,2
40,2,2,5,6,5,5,10,2
40,1,1,6,-10,-12,-12,-10,2
40,1,2,6,12,10,10,12,1
40,2,1,6,-10,-12,-12,-10,2
40,2,2,6,12,10,10,12,2
40,1,1,7,-5,-20,-10,-5,2
40,1,2,7,10,5,5,20,1
40,2,1,7,-5,-20,-10,-5,2
40,2,2,7,10,5,5,20,2
40,1,1,8,-5,-10,-10,-5,1
40,1,2,8,10,5,5,10,1
40,2,1,8,-5,-10,-10,-5,1
40,2,2,8,10,5,5,10,2
40,1,1,9,-6,-5,-10,-4.99,1
40,1,2,9,10,4.99,6,5,2
40,2,1,9,-6,-5,-10,-4.99,2
40,2,2,9,10,4.99,6,5,2
40,1,1,10,-4,-5,-10,-4.99,1
40,1,2,10,10,4.99,4,5,1
40,2,1,10,-4,-5,-10,-4.99,2
40,2,2,10,10,4.99,4,5,2
40,1,1,11,-10,-6,-10,-5,2
40,1,2,11,10,5,10,6,2
40,2,1,11,-10,-6,-10,-5,2
40,2,2,11,10,5,10,6,2
40,1,1,12,-10,-12,-8,-10,2
40,1,2,12,8,10,10,12,2
40,2,1,12,-10,-12,-8,-10,2
40,2,2,12,8,10,10,12,2
41,1,1,1,-5,-15,-15,-5,1
41,1,2,1,15,5,5,15,1
41,2,1,1,-5,-15,-15,-5,1
41,2,2,1,15,5,5,15,1
41,1,1,2,-5,-15,-6,-5,1
41,1,2,2,6,5,5,15,1
41,2,1,2,-5,-15,-6,-5,1
41,2,2,2,6,5,5,15,1
41,1,1,3,-5,-6,-6,-5,1
41,1,2,3,6,5,5,6,1
41,2,1,3,-5,-6,-6,-5,1
41,2,2,3,6,5,5,6,1
41,1,1,4,-5,-20,-20,-5,1
41,1,2,4,20,5,5,20,1
41,2,1,4,-5,-20,-20,-5,1
41,2,2,4,20,5,5,20,1
41,1,1,5,-5,-10,-6,-5,1
41,1,2,5,6,5,5,10,1
41,2,1,5,-5,-10,-6,-5,1
41,2,2,5,6,5,5,10,1
41,1,1,6,-10,-12,-12,-10,1
41,1,2,6,12,10,10,12,1
41,2,1,6,-10,-12,-12,-10,1
41,2,2,6,12,10,10,12,1
41,1,1,7,-5,-20,-10,-5,1
41,1,2,7,10,5,5,20,1
41,2,1,7,-5,-20,-10,-5,1
41,2,2,7,10,5,5,20,1
41,1,1,8,-5,-10,-10,-5,1
41,1,2,8,10,5,5,10,1
41,2,1,8,-5,-10,-10,-5,1
41,2,2,8,10,5,5,10,1
41,1,1,9,-6,-5,-10,-4.99,1
41,1,2,9,10,4.99,6,5,1
41,2,1,9,-6,-5,-10,-4.99,1
41,2,2,9,10,4.99,6,5,1
41,1,1,10,-4,-5,-10,-4.99,1
41,1,2,10,10,4.99,4,5,1
41,2,1,10,-4,-5,-10,-4.99,1
41,2,2,10,10,4.99,4,5,1
41,1,1,11,-10,-6,-10,-5,2
41,1,2,11,10,5,10,6,1
41,2,1,11,-10,-6,-10,-5,2
41,2,2,11,10,5,10,6,2
41,1,1,12,-10,-12,-8,-10,2
41,1,2,12,8,10,10,12,2
41,2,1,12,-10,-12,-8,-10,2
41,2,2,12,8,10,10,12,2
42,1,1,1,-5,-15,-15,-5,1
42,1,2,1,15,5,5,15,1
42,2,1,1,-5,-15,-15,-5,2
42,2,2,1,15,5,5,15,1
42,1,1,2,-5,-15,-6,-5,1
42,1,2,2,6,5,5,15,1
42,2,1,2,-5,-15,-6,-5,1
42,2,2,2,6,5,5,15,1
42,1,1,3,-5,-6,-6,-5,1
42,1,2,3,6,5,5,6,1
42,2,1,3,-5,-6,-6,-5,1
42,2,2,3,6,5,5,6,1
42,1,1,4,-5,-20,-20,-5,1
42,1,2,4,20,5,5,20,1
42,2,1,4,-5,-20,-20,-5,1
42,2,2,4,20,5,5,20,1
42,1,1,5,-5,-10,-6,-5,1
42,1,2,5,6,5,5,10,1
42,2,1,5,-5,-10,-6,-5,2
42,2,2,5,6,5,5,10,1
42,1,1,6,-10,-12,-12,-10,1
42,1,2,6,12,10,10,12,1
42,2,1,6,-10,-12,-12,-10,1
42,2,2,6,12,10,10,12,1
42,1,1,7,-5,-20,-10,-5,1
42,1,2,7,10,5,5,20,1
42,2,1,7,-5,-20,-10,-5,1
42,2,2,7,10,5,5,20,1
42,1,1,8,-5,-10,-10,-5,1
42,1,2,8,10,5,5,10,1
42,2,1,8,-5,-10,-10,-5,1
42,2,2,8,10,5,5,10,1
42,1,1,9,-6,-5,-10,-4.99,1
42,1,2,9,10,4.99,6,5,1
42,2,1,9,-6,-5,-10,-4.99,1
42,2,2,9,10,4.99,6,5,1
42,1,1,10,-4,-5,-10,-4.99,1
42,1,2,10,10,4.99,4,5,1
42,2,1,10,-4,-5,-10,-4.99,1
42,2,2,10,10,4.99,4,5,1
42,1,1,11,-10,-6,-10,-5,2
42,1,2,11,10,5,10,6,2
42,2,1,11,-10,-6,-10,-5,2
42,2,2,11,10,5,10,6,2
42,1,1,12,-10,-12,-8,-10,2
42,1,2,12,8,10,10,12,2
42,2,1,12,-10,-12,-8,-10,1
42,2,2,12,8,10,10,12,2
43,1,1,1,-5,-15,-15,-5,2
43,1,2,1,15,5,5,15,2
43,2,1,1,-5,-15,-15,-5,2
43,2,2,1,15,5,5,15,2
43,1,1,2,-5,-15,-6,-5,2
43,1,2,2,6,5,5,15,2
43,2,1,2,-5,-15,-6,-5,2
43,2,2,2,6,5,5,15,2
43,1,1,3,-5,-6,-6,-5,1
43,1,2,3,6,5,5,6,2
43,2,1,3,-5,-6,-6,-5,2
43,2,2,3,6,5,5,6,2
43,1,1,4,-5,-20,-20,-5,2
43,1,2,4,20,5,5,20,2
43,2,1,4,-5,-20,-20,-5,2
43,2,2,4,20,5,5,20,2
43,1,1,5,-5,-10,-6,-5,2
43,1,2,5,6,5,5,10,2
43,2,1,5,-5,-10,-6,-5,2
43,2,2,5,6,5,5,10,2
43,1,1,6,-10,-12,-12,-10,2
43,1,2,6,12,10,10,12,2
43,2,1,6,-10,-12,-12,-10,2
43,2,2,6,12,10,10,12,2
43,1,1,7,-5,-20,-10,-5,2
43,1,2,7,10,5,5,20,2
43,2,1,7,-5,-20,-10,-5,2
43,2,2,7,10,5,5,20,2
43,1,1,8,-5,-10,-10,-5,1
43,1,2,8,10,5,5,10,2
43,2,1,8,-5,-10,-10,-5,2
43,2,2,8,10,5,5,10,2
43,1,1,9,-6,-5,-10,-4.99,1
43,1,2,9,10,4.99,6,5,2
43,2,1,9,-6,-5,-10,-4.99,1
43,2,2,9,10,4.99,6,5,2
43,1,1,10,-4,-5,-10,-4.99,1
43,1,2,10,10,4.99,4,5,2
43,2,1,10,-4,-5,-10,-4.99,1
